Index,DAG-ID,Send-Outer,Recv-Outer,Latency,Absolute Deadline,Relative Deadline,DAG Preemptions,,,period,strictly
626,3,73811161962,73838609111,27447149,73755246111,32000000,-,,,,
627,1,73910758148,73947547777,36789629,73866197851,48000000,-,,,62600016593,16593
627,2,42560919685,42574015314,13095629,42526946370,14000000,-,,,,
627,3,73911163888,73938628722,27464834,73855244203,32000000,-,,,,
628,1,74010747500,74046495055,35747555,73966206796,48000000,-,,,62700005945,5945
628,2,42610920685,42624052074,13131389,42576931629,14000000,-,,,,
628,3,74011158388,74038611611,27453223,73955250296,32000000,-,,,,
629,1,74110755407,74146529222,35773815,74066182500,48000000,-,,,62800013852,13852
629,2,42660917444,42674017333,13099889,42626945111,14000000,-,,,,
629,3,74111165111,74138605444,27440333,74055243574,32000000,-,,,,
630,1,74210756037,74246508166,35752129,74166202611,48000000,-,,,62900014482,14482
630,2,42710917870,42724048148,13130278,42676931925,14000000,-,,,,
630,3,74211166037,74238628759,27462722,74155247814,32000000,-,,,,
631,1,74310747388,74346519648,35772260,74266193574,48000000,-,,,63000005833,5833
631,2,42760915462,42774013018,13097556,42726941814,14000000,-,,,,
631,3,74311157259,74338606333,27449074,74255252629,32000000,-,,,,
632,1,74410748203,74447597888,36849685,74366193648,48000000,-,,,63100006648,6648
632,2,42810923907,42824052351,13128444,42776928148,14000000,-,,,,
632,3,74411159555,74438613148,27453593,74355239481,32000000,-,,,,
633,1,74510749722,74546506703,35756981,74466204870,48000000,-,,,63200008167,8167
633,2,42860921777,42874021148,13099371,42826948277,14000000,-,,,,
633,3,74511158629,74538612629,27454000,74455243666,32000000,-,,,,
634,1,74610754648,74647538925,36784277,74566194944,48000000,-,,,63300013093,13093
634,2,42910922629,42924051314,13128685,42876936351,14000000,-,,,,
634,3,74611165981,74638619444,27453463,74555240592,32000000,-,,,,
635,1,74710749500,74746509129,35759629,74666203407,48000000,-,,,63400007945,7945
635,2,42960924277,42974025833,13101556,42926946407,14000000,-,,,,
635,3,74711159648,74738613851,27454203,74655247722,32000000,-,,,,
636,1,74810753555,74846520555,35767000,74766199351,48000000,-,,,63500012000,12000
636,2,43010919629,43024049351,13129722,42976938981,14000000,-,,,,
636,3,74811162092,74838619222,27457130,74755242870,32000000,-,,,,
637,1,74910754314,74946521000,35766686,74866198759,48000000,-,,,63600012759,12759
637,2,43060918388,43074019166,13100778,43026943222,14000000,-,,,,
637,3,74911164296,74938606537,27442241,74855244592,32000000,-,,,,
638,1,75010755314,75046518777,35763463,74966200370,48000000,-,,,63700013759,13759
638,2,43110919796,43124049277,13129481,43076933148,14000000,-,,,,
638,3,75011164777,75038608000,27443223,74955245055,32000000,-,,,,
639,1,75110751203,75147528518,36777315,75066200962,48000000,-,,,63800009648,9648
639,2,43160918444,43174015111,13096667,43126943555,14000000,-,,,,
639,3,75111156314,75138602537,27446223,75055245481,32000000,-,,,,
640,1,75210757462,75247536592,36779130,75166195185,48000000,-,,,63900015907,15907
640,2,43210920685,43224051074,13130389,43176930574,14000000,-,,,,
640,3,75211165648,75238608907,27443259,75155239814,32000000,-,,,,
641,1,75310746870,75346507296,35760426,75266190222,48000000,-,,,64000005315,5315
641,2,43260920703,43274019148,13098445,43226945277,14000000,-,,,,
641,3,75311166796,75338617222,27450426,75255255722,32000000,-,,,,
642,1,75410747851,75446510129,35762278,75366190907,48000000,-,,,64100006296,6296
642,2,43310919370,43324047703,13128333,43276934092,14000000,-,,,,
642,3,75411157666,75438587888,27430222,75355245240,32000000,-,,,,
643,1,75510749796,75546525722,35775926,75466195629,48000000,-,,,64200008241,8241
643,2,43360924648,43374027277,13102629,43326943074,14000000,-,,,,
643,3,75511157518,75538598296,27440778,75455241518,32000000,-,,,,
644,1,75610753055,75646509814,35756759,75566205037,48000000,-,,,64300011500,11500
644,2,43410921629,43424050833,13129204,43376939537,14000000,-,,,,
644,3,75611163759,75638614666,27450907,75555239796,32000000,-,,,,
645,1,75710756259,75746500074,35743815,75666199092,48000000,-,,,64400014704,14704
645,2,43460917703,43474016166,13098463,43426945555,14000000,-,,,,
645,3,75711166296,75738621185,27454889,75655244462,32000000,-,,,,
646,1,75810748425,75846492814,35744389,75766187203,48000000,-,,,64500006870,6870
646,2,43510919814,43524051888,13132074,43476930259,14000000,-,,,,
646,3,75811159277,75838602962,27443685,75755248555,32000000,-,,,,
647,1,75910752962,75946515148,35762186,75866177388,48000000,-,,,64600011407,11407
647,2,43560918722,43574016185,13097463,43526944759,14000000,-,,,,
647,3,75911162018,75938603462,27441444,75855247074,32000000,-,,,,
648,1,76010748851,76047544555,36795704,75966202537,48000000,-,,,64700007296,7296
648,2,43610921166,43624052222,13131056,43576930796,14000000,-,,,,
648,3,76011159444,76038615462,27456018,75955244370,32000000,-,,,,
649,1,76110751500,76146512185,35760685,76066197129,48000000,-,,,64800009945,9945
649,2,43660920722,43674017537,13096815,43626945444,14000000,-,,,,
649,3,76111164148,76138622296,27458148,76055241425,32000000,-,,,,
650,1,76210756888,76247601703,36844815,76166198925,48000000,-,,,64900015333,15333
650,2,43710915166,43724044481,13129315,43676932481,14000000,-,,,,
650,3,76211164740,76238620000,27455260,76155248166,32000000,-,,,,
651,1,76310754314,76347537666,36783352,76266202203,48000000,-,,,65000012759,12759
651,2,43760923944,43774027037,13103093,43726939037,14000000,-,,,,
651,3,76311160648,76338615111,27454463,76255247018,32000000,-,,,,
652,1,76410748537,76447596333,36847796,76366210074,48000000,-,,,65100006982,6982
652,2,43810920870,43824049962,13129092,43776938648,14000000,-,,,,
652,3,76411155648,76438610333,27454685,76355244833,32000000,-,,,,
653,1,76510765388,76546511462,35746074,76466195000,48000000,-,,,65200023833,23833
653,2,43860923388,43874022833,13099445,43826944888,14000000,-,,,,
653,3,76511162055,76538611629,27449574,76455239851,32000000,-,,,,
654,1,76610756814,76646505333,35748519,76566197592,48000000,-,,,65300015259,15259
654,2,43910923203,43924052759,13129556,43876938259,14000000,-,,,,
654,3,76611166796,76638610240,27443444,76555243981,32000000,-,,,,
655,1,76710746166,76746534203,35788037,76666196351,48000000,-,,,65400004611,4611
655,2,43960920833,43974020759,13099926,43926946518,14000000,-,,,,
655,3,76711154870,76738589129,27434259,76655247518,32000000,-,,,,
656,1,76810748944,76846517370,35768426,76766217925,48000000,-,,,65500007389,7389
656,2,44010916481,44024044722,13128241,43976935555,14000000,-,,,,
656,3,76811172092,76838620851,27448759,76755236129,32000000,-,,,,
657,1,76910750962,76946523629,35772667,76866199740,48000000,-,,,65600009407,9407
657,2,44060921388,44074020685,13099297,44026939740,14000000,-,,,,
657,3,76911161166,76938611648,27450482,76855250314,32000000,-,,,,
658,1,77010748388,77046493685,35745297,76966198574,48000000,-,,,65700006833,6833
658,2,44110922925,44124052296,13129371,44076936018,14000000,-,,,,
658,3,77011158111,77038612185,27454074,76955244907,32000000,-,,,,
659,1,77110748129,77147555462,36807333,77066179740,48000000,-,,,65800006574,6574
659,2,44160920944,44174018129,13097185,44126946685,14000000,-,,,,
659,3,77111158425,77138618000,27459575,77055239370,32000000,-,,,,
660,1,77210752259,77246510814,35758555,77166194444,48000000,-,,,65900010704,10704
660,2,44210919444,44224046629,13127185,44176932907,14000000,-,,,,
660,3,77211161092,77238615981,27454889,77155249222,32000000,-,,,,
661,1,77310750574,77346511185,35760611,77266196648,48000000,-,,,66000009019,9019
661,2,44260916425,44274016907,13100482,44226941277,14000000,-,,,,
661,3,77311160111,77338593777,27433666,77255242351,32000000,-,,,,
662,1,77410746055,77446527962,35781907,77366197259,48000000,-,,,66100004500,4500
662,2,44310922185,44324053111,13130926,44276931259,14000000,-,,,,
662,3,77411165907,77438614592,27448685,77355244833,32000000,-,,,,
663,1,77510756129,77546497740,35741611,77466211370,48000000,-,,,66200014574,14574
663,2,44360919666,44374020611,13100945,44326946351,14000000,-,,,,
663,3,77511165814,77538601185,27435371,77455249000,32000000,-,,,,
664,1,77610752000,77646700074,35948074,77566186148,48000000,-,,,66300010445,10445
664,2,44410921648,44424051500,13129852,44376932111,14000000,-,,,,
664,3,77611161944,77638621888,27459944,77555242703,32000000,-,,,,
665,1,77710754648,77747544462,36789814,77666190907,48000000,-,,,66400013093,13093
665,2,44460925518,44474023537,13098019,44426945370,14000000,-,,,,
665,3,77711163314,77738612888,27449574,77655259314,32000000,-,,,,
666,1,77810755925,77846510481,35754556,77766202185,48000000,-,,,66500014370,14370
666,2,44510923314,44524051203,13127889,44476938685,14000000,-,,,,
666,3,77811165907,77838624907,27459000,77755243148,32000000,-,,,,
667,1,77910754500,77947601555,36847055,77866201796,48000000,-,,,66600012945,12945
667,2,44560922129,44574021574,13099445,44526946425,14000000,-,,,,
667,3,77911164685,77938613296,27448611,77855247611,32000000,-,,,,
668,1,78010753500,78047533240,36779740,77966207000,48000000,-,,,66700011945,11945
668,2,44610921611,44624051555,13129944,44576936833,14000000,-,,,,
668,3,78011161555,78038592185,27430630,77955245666,32000000,-,,,,
669,1,78110750333,78146515425,35765092,78066197833,48000000,-,,,66800008778,8778
669,2,44660919500,44674019092,13099592,44626944814,14000000,-,,,,
669,3,78111162407,78138609500,27447093,78055243851,32000000,-,,,,
670,1,78210754240,78247535870,36781630,78166200592,48000000,-,,,66900012685,12685
670,2,44710924351,44724053407,13129056,44676934333,14000000,-,,,,
670,3,78211164351,78238609444,27445093,78155243833,32000000,-,,,,
671,1,78310759537,78346486222,35726685,78266199888,48000000,-,,,67000017982,17982
671,2,44760922111,44774018240,13096129,44726948370,14000000,-,,,,
671,3,78311155259,78338595759,27440500,78255246907,32000000,-,,,,
672,1,78410754962,78447590740,36835778,78366179037,48000000,-,,,67100013407,13407
672,2,44810918981,44824048203,13129222,44776936759,14000000,-,,,,
672,3,78411163833,78438614759,27450926,78355247981,32000000,-,,,,
673,1,78510763740,78546494555,35730815,78466202074,48000000,-,,,67200022185,22185
673,2,44860924240,44874028703,13104463,44826942444,14000000,-,,,,
673,3,78511161703,78538607648,27445945,78455245592,32000000,-,,,,
674,1,78610754277,78647533703,36779426,78566181370,48000000,-,,,67300012722,12722
674,2,44910923203,44924053648,13130445,44876939240,14000000,-,,,,
674,3,78611160481,78638609944,27449463,78555244981,32000000,-,,,,
675,1,78710754370,78746510648,35756278,78666207444,48000000,-,,,67400012815,12815
675,2,44960921166,44974024203,13103037,44926947314,14000000,-,,,,
675,3,78711164166,78738628314,27464148,78655251407,32000000,-,,,,
676,1,78810756259,78846523185,35766926,78766192574,48000000,-,,,67500014704,14704
676,2,45010925703,45024054888,13129185,44976935925,14000000,-,,,,
676,3,78811167388,78838627777,27460389,78755250648,32000000,-,,,,
677,1,78910753240,78946514666,35761426,78866207018,48000000,-,,,67600011685,11685
677,2,45060921666,45074024148,13102482,45026949944,14000000,-,,,,
677,3,78911162111,78938600259,27438148,78855255981,32000000,-,,,,
678,1,79010752500,79046493833,35741333,78966204277,48000000,-,,,67700010945,10945
678,2,45110925648,45124055314,13129666,45076934222,14000000,-,,,,
678,3,79011161722,79038620907,27459185,78955247092,32000000,-,,,,
679,1,79110752203,79146523722,35771519,79066183111,48000000,-,,,67800010648,10648
679,2,45160921870,45174022037,13100167,45126949981,14000000,-,,,,
679,3,79111159944,79138613870,27453926,79055242759,32000000,-,,,,
680,1,79210747648,79246509240,35761592,79166205500,48000000,-,,,67900006093,6093
680,2,45210922537,45224051296,13128759,45176934296,14000000,-,,,,
680,3,79211156740,79238592574,27435834,79155246685,32000000,-,,,,
681,1,79310748907,79347546759,36797852,79266199388,48000000,-,,,68000007352,7352
681,2,45260919611,45274016981,13097370,45226946037,14000000,-,,,,
681,3,79311159796,79338599314,27439518,79255240962,32000000,-,,,,
682,1,79410747148,79446492759,35745611,79366199962,48000000,-,,,68100005593,5593
682,2,45310920055,45324050111,13130056,45276932166,14000000,-,,,,
682,3,79411157518,79438612166,27454648,79355244129,32000000,-,,,,
683,1,79510755500,79546514814,35759314,79466180018,48000000,-,,,68200013945,13945
683,2,45360916703,45374020481,13103778,45326943888,14000000,-,,,,
683,3,79511164611,79538619592,27454981,79455240666,32000000,-,,,,
684,1,79610755851,79646498166,35742315,79566199574,48000000,-,,,68300014296,14296
684,2,45410919074,45424048703,13129629,45376931537,14000000,-,,,,
684,3,79611169129,79638607425,27438296,79555247740,32000000,-,,,,
685,1,79710753000,79746513148,35760148,79666185629,48000000,-,,,68400011445,11445
685,2,45460921722,45474019944,13098222,45426942888,14000000,-,,,,
685,3,79711158814,79738605925,27447111,79655256462,32000000,-,,,,
686,1,79810746833,79847545018,36798185,79766197537,48000000,-,,,68500005278,5278
686,2,45510922481,45524052759,13130278,45476935185,14000000,-,,,,
686,3,79811167981,79838620981,27453000,79755242462,32000000,-,,,,
687,1,79910753351,79946519870,35766519,79866206203,48000000,-,,,68600011796,11796
687,2,45560916277,45574012944,13096667,45526946296,14000000,-,,,,
687,3,79911162444,79938619185,27456741,79855249259,32000000,-,,,,
688,1,80010756055,80047604944,36848889,79966206092,48000000,-,,,68700014500,14500
688,2,45610918462,45624049240,13130778,45576930037,14000000,-,,,,
688,3,80011164592,80038606629,27442037,79955249722,32000000,-,,,,
689,1,80110756277,80146503685,35747408,80066205296,48000000,-,,,68800014722,14722
689,2,45660924629,45674024907,13100278,45626943018,14000000,-,,,,
689,3,80111165981,80138626611,27460630,80055246981,32000000,-,,,,
690,1,80210753351,80247532092,36778741,80166192203,48000000,-,,,68900011796,11796
690,2,45710925685,45724058259,13132574,45676939277,14000000,-,,,,
690,3,80211163703,80238618333,27454630,80155247574,32000000,-,,,,
691,1,80310755407,80346516537,35761130,80266200796,48000000,-,,,69000013852,13852
691,2,45760923870,45774016833,13092963,45726952203,14000000,-,,,,
691,3,80311164296,80338605092,27440796,80255245833,32000000,-,,,,
692,1,80410757018,80446505129,35748111,80366202388,48000000,-,,,69100015463,15463
692,2,45810925500,45824056370,13130870,45776937000,14000000,-,,,,
692,3,80411155074,80438599111,27444037,80355246055,32000000,-,,,,
693,1,80510753148,80546516166,35763018,80466194537,48000000,-,,,69200011593,11593
693,2,45860923629,45874022277,13098648,45826950425,14000000,-,,,,
693,3,80511163629,80538597722,27434093,80455240981,32000000,-,,,,
694,1,80610751351,80646511870,35760519,80566200351,48000000,-,,,69300009796,9796
694,2,45910924425,45924054462,13130037,45876936518,14000000,-,,,,
694,3,80611167648,80638604685,27437037,80555246962,32000000,-,,,,
695,1,80710747074,80746543462,35796388,80666193833,48000000,-,,,69400005519,5519
695,2,45960921222,45974019740,13098518,45926948444,14000000,-,,,,
695,3,80711155370,80738603944,27448574,80655243703,32000000,-,,,,
696,1,80810753833,80846518425,35764592,80766220259,48000000,-,,,69500012278,12278
696,2,46010921166,46024050907,13129741,45976933759,14000000,-,,,,
696,3,80811161333,80838602648,27441315,80755236981,32000000,-,,,,
697,1,80910755907,80946708111,35952204,80866202351,48000000,-,,,69600014352,14352
697,2,46060918981,46074019037,13100056,46026945518,14000000,-,,,,
697,3,80911165666,80938626481,27460815,80855242592,32000000,-,,,,
698,1,81010751018,81047542148,36791130,80966193055,48000000,-,,,69700009463,9463
698,2,46110916592,46124043425,13126833,46076933629,14000000,-,,,,
698,3,81011161166,81038608611,27447445,80955265500,32000000,-,,,,
699,1,81110748888,81146498240,35749352,81066196092,48000000,-,,,69800007333,7333
699,2,46160919111,46174016129,13097018,46126939722,14000000,-,,,,
699,3,81111159481,81138614055,27454574,81055243222,32000000,-,,,,
700,1,81210751388,81246515444,35764056,81166185129,48000000,-,,,69900009833,9833
700,2,46210920092,46224048944,13128852,46176931222,14000000,-,,,,
700,3,81211161796,81238620296,27458500,81155241222,32000000,-,,,,
701,1,81310756296,81346507611,35751315,81266195648,48000000,-,,,70000014741,14741
701,2,46260916500,46274014981,13098481,46226944018,14000000,-,,,,
701,3,81311165870,81338620574,27454704,81255244166,32000000,-,,,,
702,1,81410747796,81446508148,35760352,81366196629,48000000,-,,,70100006241,6241
702,2,46310919592,46324049407,13129815,46276931166,14000000,-,,,,
702,3,81411156944,81438608129,27451185,81355248296,32000000,-,,,,
703,1,81510756722,81546520851,35764129,81466194833,48000000,-,,,70200015167,15167
703,2,46360916870,46374016870,13100000,46326943777,14000000,-,,,,
703,3,81511165462,81538616592,27451130,81455237370,32000000,-,,,,
704,1,81610750333,81647594870,36844537,81566212796,48000000,-,,,70300008778,8778
704,2,46410923777,46424054722,13130945,46376931648,14000000,-,,,,
704,3,81611159833,81638615870,27456037,81555244425,32000000,-,,,,
705,1,81710749222,81746495129,35745907,81666201074,48000000,-,,,70400007667,7667
705,2,46460920666,46474023148,13102482,46426948111,14000000,-,,,,
705,3,81711160296,81738601944,27441648,81655248759,32000000,-,,,,
706,1,81810755314,81847532833,36777519,81766188777,48000000,-,,,70500013759,13759
706,2,46510920537,46524049888,13129351,46476935277,14000000,-,,,,
706,3,81811162888,81838614314,27451426,81755245833,32000000,-,,,,
707,1,81910747481,81946506574,35759093,81866196574,48000000,-,,,70600005926,5926
707,2,46560917685,46574019648,13101963,46526943537,14000000,-,,,,
707,3,81911164481,81938609444,27444963,81855241462,32000000,-,,,,
708,1,82010750925,82046504648,35753723,81966200537,48000000,-,,,70700009370,9370
708,2,46610922148,46624051148,13129000,46576932555,14000000,-,,,,
708,3,82011157314,82038606740,27449426,81955247962,32000000,-,,,,
709,1,82110749592,82146703092,35953500,82066195111,48000000,-,,,70800008037,8037
709,2,46660919925,46674015388,13095463,46626945907,14000000,-,,,,
709,3,82111160296,82138619425,27459129,82055237629,32000000,-,,,,
710,1,82210751944,82246498870,35746926,82166187185,48000000,-,,,70900010389,10389
710,2,46710916037,46724044666,13128629,46676932037,14000000,-,,,,
710,3,82211159611,82238622722,27463111,82155257259,32000000,-,,,,
711,1,82310745796,82347603574,36857778,82266189074,48000000,-,,,71000004241,4241
711,2,46760915666,46774016203,13100537,46726939407,14000000,-,,,,
711,3,82311167462,82338611592,27444130,82255245074,32000000,-,,,,
712,1,82410749425,82446518796,35769371,82366201796,48000000,-,,,71100007870,7870
712,2,46810920481,46824051111,13130630,46776930351,14000000,-,,,,
712,3,82411160666,82438610851,27450185,82355248833,32000000,-,,,,
713,1,82510755981,82546549462,35793481,82466197703,48000000,-,,,71200014426,14426
713,2,46860916648,46874015259,13098611,46826944722,14000000,-,,,,
713,3,82511155240,82538612388,27457148,82455243944,32000000,-,,,,
714,1,82610750703,82646500092,35749389,82566223870,48000000,-,,,71300009148,9148
714,2,46910923407,46924051962,13128555,46876931240,14000000,-,,,,
714,3,82611159296,82638596333,27437037,82555237796,32000000,-,,,,
715,1,82710747796,82746523592,35775796,82666184314,48000000,-,,,71400006241,6241
715,2,46960919592,46974019685,13100093,46926946833,14000000,-,,,,
715,3,82711158555,82738595388,27436833,82655241500,32000000,-,,,,
716,1,82810748240,82846525444,35777204,82766199018,48000000,-,,,71500006685,6685
716,2,47010922629,47024051814,13129185,46976931777,14000000,-,,,,
716,3,82811158092,82838587203,27429111,82755240129,32000000,-,,,,
717,1,82910749703,82946523462,35773759,82866195111,48000000,-,,,71600008148,8148
717,2,47060920851,47074020759,13099908,47026946592,14000000,-,,,,
717,3,82911161296,82938621296,27460000,82855239944,32000000,-,,,,
718,1,83010755462,83046504296,35748834,82966206111,48000000,-,,,71700013907,13907
718,2,47110921074,47124049407,13128333,47076935500,14000000,-,,,,
718,3,83011163537,83038623851,27460314,82955244296,32000000,-,,,,
719,1,83110753277,83146516796,35763519,83066190740,48000000,-,,,71800011722,11722
719,2,47160918833,47174018388,13099555,47126944444,14000000,-,,,,
719,3,83111163666,83138602185,27438519,83055245000,32000000,-,,,,
720,1,83210748888,83246715462,35966574,83166200425,48000000,-,,,71900007333,7333
720,2,47210919666,47224048962,13129296,47176933555,14000000,-,,,,
720,3,83211167314,83238626888,27459574,83155246777,32000000,-,,,,
721,1,83310752185,83347596092,36843907,83266191037,48000000,-,,,72000010630,10630
721,2,47260917166,47274016240,13099074,47226943481,14000000,-,,,,
721,3,83311159981,83338606129,27446148,83255246777,32000000,-,,,,
722,1,83410746240,83446709240,35963000,83366200333,48000000,-,,,72100004685,4685
722,2,47310915574,47324043888,13128314,47276931629,14000000,-,,,,
722,3,83411161925,83438625074,27463149,83355242314,32000000,-,,,,
723,1,83510753407,83547608444,36855037,83466230500,48000000,-,,,72200011852,11852
723,2,47360925351,47374025481,13100130,47326938925,14000000,-,,,,
723,3,83511163518,83538614407,27450889,83455246000,32000000,-,,,,
724,1,83610746074,83646519407,35773333,83566209462,48000000,-,,,72300004519,4519
724,2,47410918925,47424051000,13132075,47376939962,14000000,-,,,,
724,3,83611166351,83638617888,27451537,83555252296,32000000,-,,,,
725,1,83710753611,83746510240,35756629,83666203648,48000000,-,,,72400012056,12056
725,2,47460923870,47474027462,13103592,47426944037,14000000,-,,,,
725,3,83711164314,83738617425,27453111,83655247740,32000000,-,,,,
726,1,83810755574,83846514351,35758777,83766199851,48000000,-,,,72500014019,14019
726,2,47510917111,47524045777,13128666,47476938611,14000000,-,,,,
726,3,83811164814,83838619111,27454297,83755245759,32000000,-,,,,
727,1,83910747537,83947534240,36786703,83866200981,48000000,-,,,72600005982,5982
727,2,47560920037,47574022500,13102463,47526941055,14000000,-,,,,
727,3,83911157685,83938618055,27460370,83855249759,32000000,-,,,,
728,1,84010752907,84047598648,36845741,83966196277,48000000,-,,,72700011352,11352
728,2,47610920833,47624050370,13129537,47576934777,14000000,-,,,,
728,3,84011163740,84038606129,27442389,83955240777,32000000,-,,,,
729,1,84110754944,84147528148,36773204,84066199981,48000000,-,,,72800013389,13389
729,2,47660922407,47674022518,13100111,47626944444,14000000,-,,,,
729,3,84111162870,84138608537,27445667,84055248759,32000000,-,,,,
730,1,84210748203,84246522833,35774630,84166196462,48000000,-,,,72900006648,6648
730,2,47710924777,47724053240,13128463,47676937037,14000000,-,,,,
730,3,84211156259,84238593981,27437722,84155251611,32000000,-,,,,
731,1,84310757333,84346706685,35949352,84266196703,48000000,-,,,73000015778,15778
731,2,47760920722,47774025407,13104685,47726948537,14000000,-,,,,
731,3,84311167925,84338613481,27445556,84255233611,32000000,-,,,,
732,1,84410749666,84446711629,35961963,84366197055,48000000,-,,,73100008111,8111
732,2,47810918407,47824047888,13129481,47776935462,14000000,-,,,,
732,3,84411154629,84438617629,27463000,84355260777,32000000,-,,,,
733,1,84510754314,84546512574,35758260,84466214166,48000000,-,,,73200012759,12759
733,2,47860924648,47874024148,13099500,47826942222,14000000,-,,,,
733,3,84511162462,84538617259,27454797,84455245888,32000000,-,,,,
734,1,84610749925,84646490666,35740741,84566200648,48000000,-,,,73300008370,8370
734,2,47910923185,47924051796,13128611,47876939370,14000000,-,,,,
734,3,84611158814,84638616481,27457667,84555247796,32000000,-,,,,
735,1,84710751074,84747522370,36771296,84666181814,48000000,-,,,73400009519,9519
735,2,47960923796,47974026333,13102537,47926946481,14000000,-,,,,
735,3,84711162629,84738599185,27436556,84655255425,32000000,-,,,,
736,1,84810756462,84846514333,35757871,84766196481,48000000,-,,,73500014907,14907
736,2,48010919870,48024048870,13129000,47976938648,14000000,-,,,,
736,3,84811166000,84838603814,27437814,84755254962,32000000,-,,,,
737,1,84910755000,84947548537,36793537,84866200425,48000000,-,,,73600013445,13445
737,2,48060915537,48074015277,13099740,48026943481,14000000,-,,,,
737,3,84911166240,84938607592,27441352,84855248462,32000000,-,,,,
738,1,85010754425,85047538407,36783982,84966201722,48000000,-,,,73700012870,12870
738,2,48110919166,48124050240,13131074,48076929277,14000000,-,,,,
738,3,85011164148,85038608462,27444314,84955245981,32000000,-,,,,
739,1,85110748185,85146502962,35754777,85066194981,48000000,-,,,73800006630,6630
739,2,48160918370,48174018148,13099778,48126943592,14000000,-,,,,
739,3,85111158814,85138603759,27444945,85055243351,32000000,-,,,,
740,1,85210754277,85246518148,35763871,85166196500,48000000,-,,,73900012722,12722
740,2,48210921351,48224050500,13129149,48176930240,14000000,-,,,,
740,3,85211166129,85238624851,27458722,85155239888,32000000,-,,,,
741,1,85310753666,85346513351,35759685,85266210944,48000000,-,,,74000012111,12111
741,2,48260918277,48274018222,13099945,48226944944,14000000,-,,,,
741,3,85311161092,85338599092,27438000,85255251722,32000000,-,,,,
742,1,85410750925,85447529388,36778463,85366198537,48000000,-,,,74100009370,9370
742,2,48310923814,48324053518,13129704,48276933277,14000000,-,,,,
742,3,85411159611,85438617907,27458296,85355243462,32000000,-,,,,
743,1,85510749000,85548649129,37900129,85466198129,48000000,-,,,74200007445,7445
743,2,48360921351,48374019833,13098482,48326948074,14000000,-,,,,
743,3,85511168500,85538623722,27455222,85455241370,32000000,-,,,,
744,1,85610754351,85647536962,36782611,85564150370,48000000,-,,,74300012796,12796
744,2,48410925722,48424058425,13132703,48376936203,14000000,-,,,,
744,3,85611164203,85638600462,27436259,85555240444,32000000,-,,,,
745,1,85710756703,85747538055,36781352,85666199000,48000000,-,,,74400015148,15148
745,2,48460917351,48474023074,13105723,48426952574,14000000,-,,,,
745,3,85711166814,85738613833,27447019,85655256870,32000000,-,,,,
746,1,85810751722,85846523944,35772222,85766202388,48000000,-,,,74500010167,10167
746,2,48510921833,48524051611,13129778,48476931981,14000000,-,,,,
746,3,85811161592,85838604740,27443148,85755246611,32000000,-,,,,
747,1,85910748111,85946510407,35762296,85866198574,48000000,-,,,74600006556,6556
747,2,48560923648,48574021018,13097370,48526945777,14000000,-,,,,
747,3,85911158388,85938614222,27455834,85855243018,32000000,-,,,,
748,1,86010752185,86046514907,35762722,85966195500,48000000,-,,,74700010630,10630
748,2,48610919092,48624047925,13128833,48576936611,14000000,-,,,,
748,3,86011162166,86038599685,27437519,85955240018,32000000,-,,,,
749,1,86110746740,86146512148,35765408,86066198277,48000000,-,,,74800005185,5185
749,2,48660922407,48674019851,13097444,48626943148,14000000,-,,,,
749,3,86111158240,86138603592,27445352,86055243537,32000000,-,,,,
750,1,86210749685,86247536740,36787055,86166194944,48000000,-,,,74900008130,8130
750,2,48710919962,48724048666,13128704,48676937333,14000000,-,,,,
750,3,86211159425,86238604425,27445000,86155239666,32000000,-,,,,
751,1,86310746074,86346518092,35772018,86266203166,48000000,-,,,75000004519,4519
751,2,48760916351,48774018611,13102260,48726943074,14000000,-,,,,
751,3,86311157407,86338594111,27436704,86255242870,32000000,-,,,,
752,1,86410753703,86446519666,35765963,86366193518,48000000,-,,,75100012148,12148
752,2,48810917240,48824046814,13129574,48776931203,14000000,-,,,,
752,3,86411163092,86438615370,27452278,86355240500,32000000,-,,,,
753,1,86510755018,86547604518,36849500,86466202574,48000000,-,,,75200013463,13463
753,2,48860919129,48874015277,13096148,48826941074,14000000,-,,,,
753,3,86511165185,86538614814,27449629,86455246611,32000000,-,,,,
754,1,86610755074,86646524018,35768944,86566202388,48000000,-,,,75300013519,13519
754,2,48910925203,48924058092,13132889,48876931500,14000000,-,,,,
754,3,86611162740,86638601074,27438334,86555246518,32000000,-,,,,
755,1,86710754000,86746538925,35784925,86666204148,48000000,-,,,75400012445,12445
755,2,48960916185,48974017222,13101037,48926950611,14000000,-,,,,
755,3,86711159888,86738605037,27445149,86655241537,32000000,-,,,,
756,1,86810751240,86846500981,35749741,86766209851,48000000,-,,,75500009685,9685
756,2,49010916648,49024046055,13129407,48976931111,14000000,-,,,,
756,3,86811161462,86838602351,27440889,86755241666,32000000,-,,,,
757,1,86910754240,86946520814,35766574,86866195925,48000000,-,,,75600012685,12685
757,2,49060916740,49074018055,13101315,49026940370,14000000,-,,,,
757,3,86911163648,86938609314,27445666,86855245055,32000000,-,,,,
758,1,87010751666,87046518888,35767222,86966203092,48000000,-,,,75700010111,10111
758,2,49110923185,49124052944,13129759,49076931462,14000000,-,,,,
758,3,87011162351,87038606407,27444056,86955246222,32000000,-,,,,
759,1,87110752407,87146513481,35761074,87066199407,48000000,-,,,75800010852,10852
