Index,DAG-ID,Send-Outer,Recv-Outer,Latency,Absolute Deadline,Relative Deadline,DAG Preemptions
36,1,14810665462,14855806888,45141426,14779718740,63000000,-
36,2,14810778574,14858847685,48069111,14814824759,57000000,-
36,3,14810873759,14863054629,52180870,14788021000,51000000,-
37,1,14910667370,14955809462,45142092,14879718814,63000000,-
37,2,14910780611,14958849481,48068870,14914824962,57000000,-
37,3,14910875796,14963050074,52174278,14888027407,51000000,-
38,1,15010669259,15055809981,45140722,14979721111,63000000,-
38,2,15010782370,15058845407,48063037,15014827333,57000000,-
38,3,15010877611,15063057703,52180092,14988022962,51000000,-
39,1,15110669166,15155811092,45141926,15079722203,63000000,-
39,2,15110782222,15158850277,48068055,15114827370,57000000,-
39,3,15110877481,15163050314,52172833,15088030796,51000000,-
40,1,15210666111,15255807944,45141833,15179722370,63000000,-
40,2,15210779240,15258842111,48062871,15214828407,57000000,-
40,3,15210874444,15263048370,52173926,15188023611,51000000,-
41,1,15310668111,15355810074,45141963,15279719814,63000000,-
41,2,15310781259,15358844611,48063352,15314825425,57000000,-
41,3,15310876666,15363049518,52172852,15288021296,51000000,-
42,1,15410668407,15455809277,45140870,15379721407,63000000,-
42,2,15410781370,15458844685,48063315,15414826870,57000000,-
42,3,15410876796,15463050629,52173833,15388022648,51000000,-
43,1,15510668592,15555809611,45141019,15479721666,63000000,-
43,2,15510781666,15558844722,48063056,15514826592,57000000,-
43,3,15510876870,15563050055,52173185,15488023703,51000000,-
44,1,15610663537,15655805129,45141592,15579721796,63000000,-
44,2,15610776648,15658839370,48062722,15614826907,57000000,-
44,3,15610871796,15663044870,52173074,15588023185,51000000,-
45,1,15710665166,15755806425,45141259,15679716759,63000000,-
45,2,15710778500,15758841592,48063092,15714822611,57000000,-
45,3,15710873685,15763055333,52181648,15688017907,51000000,-
46,1,15810666796,15855808500,45141704,15779718444,63000000,-
46,2,15810779962,15858848888,48068926,15814824055,57000000,-
46,3,15810875500,15863056203,52180703,15788027314,51000000,-
47,1,15910670555,15955812259,45141704,15879720185,63000000,-
47,2,15910772925,15958845277,48072352,15914826851,57000000,-
47,3,15910879037,15963053814,52174777,15888029296,51000000,-
48,1,16010668388,16055809814,45141426,15979724166,63000000,-
48,2,16010781518,16058845148,48063630,16067778296,57000000,-
48,3,16010877055,16063050166,52173111,15988027000,51000000,-
49,1,16110669277,16155810777,45141500,16079721814,63000000,-
49,2,16110772037,16158844814,48072777,16114828074,57000000,-
49,3,16110878370,16163053203,52174833,16088023407,51000000,-
50,1,16210665685,16255806629,45140944,16179722592,63000000,-
50,2,16210778814,16258842444,48063630,16267775611,57000000,-
50,3,16210874425,16263048092,52173667,16188026462,51000000,-
51,1,16310661037,16355801018,45139981,16279718981,63000000,-
51,2,16310774222,16358836722,48062500,16314824185,57000000,-
51,3,16310880833,16363065888,52185055,16288021296,51000000,-
52,1,16410660500,16455799500,45139000,16379714814,63000000,-
52,2,16410773648,16458836351,48062703,16414818537,57000000,-
52,3,16410879981,16463055370,52175389,16388036796,51000000,-
53,1,16510670333,16555811314,45140981,16479713814,63000000,-
53,2,16510772814,16558844574,48071760,16514817425,57000000,-
53,3,16510878851,16563054055,52175204,16488027685,51000000,-
54,1,16610668074,16655809611,45141537,16579723555,63000000,-
54,2,16610781074,16658844888,48063814,16667777888,57000000,-
54,3,16610876592,16663049703,52173111,16588027185,51000000,-
55,1,16710668574,16755810888,45142314,16679721111,63000000,-
55,2,16710781703,16758844981,48063278,16714827092,57000000,-
55,3,16710876907,16763049814,52172907,16688022648,51000000,-
56,1,16810663296,16855804574,45141278,16779721907,63000000,-
56,2,16810776388,16858844592,48068204,16814827500,57000000,-
56,3,16810871648,16863052296,52180648,16788022925,51000000,-
57,1,16910665074,16955806129,45141055,16879716500,63000000,-
57,2,16910778370,16958842055,48063685,16914822740,57000000,-
57,3,16910873722,16963067148,52193426,16888025388,51000000,-
58,1,17010661703,17055803518,45141815,16979718629,63000000,-
58,2,17010774740,17058838296,48063556,17014824611,57000000,-
58,3,17010870314,17063043592,52173278,16988038333,51000000,-
59,1,17110661592,17155802629,45141037,17079714833,63000000,-
59,2,17110774685,17158837888,48063203,17114820462,57000000,-
59,3,17110870000,17163051444,52181444,17088016629,51000000,-
60,1,17210662314,17255802611,45140297,17179714833,63000000,-
60,2,17210775555,17258837518,48061963,17214820574,57000000,-
60,3,17210870777,17263051351,52180574,17188024018,51000000,-
61,1,17310664944,17355807148,45142204,17279715129,63000000,-
61,2,17310778203,17358841462,48063259,17314819870,57000000,-
61,3,17310873629,17363047222,52173593,17288024148,51000000,-
62,1,17410665462,17455806851,45141389,17379718851,63000000,-
62,2,17410778666,17458841370,48062704,17414823203,57000000,-
62,3,17410873925,17463046722,52172797,17388020518,51000000,-
63,1,17510661555,17555802944,45141389,17479718388,63000000,-
63,2,17510774833,17558843685,48068852,17514824222,57000000,-
63,3,17510870222,17563052777,52182555,17488020111,51000000,-
64,1,17610662648,17655806222,45143574,17579715037,63000000,-
64,2,17610775814,17658846388,48070574,17614821037,57000000,-
64,3,17610870925,17663052777,52181852,17588024407,51000000,-
65,1,17710663333,17755805388,45142055,17679716407,63000000,-
65,2,17710776648,17758840296,48063648,17714824111,57000000,-
65,3,17710872018,17763045759,52173741,17688024555,51000000,-
66,1,17810663925,17855804333,45140408,17779717148,63000000,-
66,2,17810776962,17858839925,48062963,17814823166,57000000,-
66,3,17810872222,17863046296,52174074,17788018537,51000000,-
67,1,17910665370,17955805685,45140315,17879717018,63000000,-
67,2,17910778611,17958841333,48062722,17914821351,57000000,-
67,3,17910873703,17963055648,52181945,17888019333,51000000,-
68,1,18010662222,18055803277,45141055,17979719000,63000000,-
68,2,18010775370,18058837870,48062500,18014823648,57000000,-
68,3,18010870574,18063043851,52173277,17988028462,51000000,-
69,1,18110662074,18155804037,45141963,18079715000,63000000,-
69,2,18110775351,18158855259,48079908,18114820333,57000000,-
69,3,18110870722,18163044148,52173426,18088016962,51000000,-
70,1,18210663462,18255805407,45141945,18179715500,63000000,-
70,2,18210776537,18258839037,48062500,18214820092,57000000,-
70,3,18210871944,18263044685,52172741,18188017092,51000000,-
71,1,18310670259,18355811518,45141259,18279716703,63000000,-
71,2,18310772962,18358846962,48074000,18314822296,57000000,-
71,3,18310879129,18363061666,52182537,18288017796,51000000,-
72,1,18410666185,18455807722,45141537,18379723648,63000000,-
72,2,18410779240,18458856462,48077222,18467776037,57000000,-
72,3,18410874740,18463047907,52173167,18388034518,51000000,-
73,1,18510665759,18555807611,45141852,18479719592,63000000,-
73,2,18510779111,18558845277,48066166,18514823166,57000000,-
73,3,18510874685,18563055685,52181000,18488020759,51000000,-
74,1,18610666796,18655808240,45141444,18579719648,63000000,-
74,2,18610779925,18658845185,48065260,18614825000,57000000,-
74,3,18610875388,18663047888,52172500,18588028000,51000000,-
75,1,18710667037,18755808314,45141277,18679719574,63000000,-
75,2,18710780351,18758843037,48062686,18714825685,57000000,-
75,3,18710875537,18763049222,52173685,18688020981,51000000,-
76,1,18810670074,18855811185,45141111,18779720537,63000000,-
76,2,18810772425,18858845314,48072889,18814825740,57000000,-
76,3,18810878518,18863053407,52174889,18788022259,51000000,-
77,1,18910665814,18955807500,45141686,18879723185,63000000,-
77,2,18910778888,18958843574,48064686,18967775666,57000000,-
77,3,18910874166,18963047259,52173093,18888026333,51000000,-
78,1,19010664722,19055805907,45141185,18979719055,63000000,-
78,2,19010777851,19058846000,48068149,19014823796,57000000,-
78,3,19010872981,19063046370,52173389,18988020481,51000000,-
79,1,19110660592,19155800388,45139796,19079717870,63000000,-
79,2,19110773814,19158836907,48063093,19114824129,57000000,-
79,3,19110880018,19163054740,52174722,19088019407,51000000,-
80,1,19210661648,19255803407,45141759,19179714222,63000000,-
80,2,19210774629,19258837185,48062556,19214818203,57000000,-
80,3,19210870333,19263062814,52192481,19188027592,51000000,-
81,1,19310661629,19355804425,45142796,19279714833,63000000,-
81,2,19310775018,19358837888,48062870,19314820592,57000000,-
81,3,19310870222,19363043462,52173240,19288033370,51000000,-
82,1,19410662055,19455803740,45141685,19379715648,63000000,-
82,2,19410774907,19458838203,48063296,19414820018,57000000,-
82,3,19410870314,19463043203,52172889,19388016518,51000000,-
83,1,19510661814,19555804037,45142223,19479715092,63000000,-
83,2,19510774870,19558843888,48069018,19514821481,57000000,-
83,3,19510870074,19563051018,52180944,19488016518,51000000,-
84,1,19610664648,19655806240,45141592,19579715092,63000000,-
84,2,19610777962,19658841166,48063204,19614821703,57000000,-
84,3,19610873370,19663046944,52173574,19588023870,51000000,-
85,1,19710665000,19755806129,45141129,19679718240,63000000,-
85,2,19710778203,19758841388,48063185,19714823592,57000000,-
85,3,19710873518,19763047055,52173537,19688019611,51000000,-
86,1,19810665833,19855807222,45141389,19779718129,63000000,-
86,2,19810779018,19858843351,48064333,19814823611,57000000,-
86,3,19810874148,19863054555,52180407,19788020277,51000000,-
87,1,19910665018,19955806444,45141426,19879719129,63000000,-
87,2,19910778129,19958841037,48062908,19914823907,57000000,-
87,3,19910873555,19963046629,52173074,19888027611,51000000,-
88,1,20010664925,20055807555,45142630,19979718277,63000000,-
88,2,20010778129,20058846388,48068259,20014823629,57000000,-
88,3,20010873166,20063047129,52173963,19988019648,51000000,-
89,1,20110667814,20155809888,45142074,20079718574,63000000,-
89,2,20110781055,20158844296,48063241,20114823703,57000000,-
89,3,20110876111,20163049703,52173592,20088019888,51000000,-
90,1,20210668388,20255810314,45141926,20179721518,63000000,-
90,2,20210781555,20258859351,48077796,20214826981,57000000,-
90,3,20210876740,20263050870,52174130,20188022851,51000000,-
91,1,20310669500,20355811481,45141981,20279721666,63000000,-
91,2,20310772129,20358846037,48073908,20314826388,57000000,-
91,3,20310878314,20363054000,52175686,20288023574,51000000,-
92,1,20410664740,20455806222,45141482,20379723388,63000000,-
92,2,20410777870,20458842907,48065037,20467774648,57000000,-
92,3,20410873333,20463054518,52181185,20388026814,51000000,-
93,1,20510664944,20555806185,45141241,20479717888,63000000,-
93,2,20510778185,20558845814,48067629,20514823777,57000000,-
93,3,20510873296,20563046388,52173092,20488027148,51000000,-
94,1,20610666111,20655807351,45141240,20579718370,63000000,-
94,2,20610779277,20658842574,48063297,20614823759,57000000,-
94,3,20610874425,20663055888,52181463,20588019611,51000000,-
95,1,20710666518,20755808166,45141648,20679719574,63000000,-
95,2,20710779592,20758842574,48062982,20714825000,57000000,-
95,3,20710874907,20763048500,52173593,20688028888,51000000,-
96,1,20810663222,20855804296,45141074,20779719277,63000000,-
96,2,20810776351,20858839259,48062908,20814825185,57000000,-
96,3,20810871555,20863045648,52174093,20788021722,51000000,-
97,1,20910663185,20955805518,45142333,20879716629,63000000,-
97,2,20910776259,20958845166,48068907,20914821962,57000000,-
97,3,20910871388,20963045500,52174112,20888018370,51000000,-
98,1,21010665925,21055808185,45142260,20979716518,63000000,-
98,2,21010778981,21058847796,48068815,21014823185,57000000,-
98,3,21010874314,21063048166,52173852,20988018592,51000000,-
99,1,21110661759,21155803000,45141241,21079719555,63000000,-
99,2,21110774925,21158838481,48063556,21114825870,57000000,-
99,3,21110870166,21163051407,52181241,21088021037,51000000,-
100,1,21210664629,21255805166,45140537,21179715166,63000000,-
100,2,21210777722,21258854277,48076555,21214820611,57000000,-
100,3,21210872870,21263053537,52180667,21188023981,51000000,-
101,1,21310665981,21355807962,45141981,21279717518,63000000,-
101,2,21310779185,21358859277,48080092,21314820444,57000000,-
101,3,21310874574,21363048962,52174388,21288026185,51000000,-
102,1,21410660962,21455800185,45139223,21379719629,63000000,-
102,2,21410774092,21458851777,48077685,21414823370,57000000,-
102,3,21410880814,21463056962,52176148,21388021277,51000000,-
103,1,21510667296,21555808444,45141148,21479713925,63000000,-
103,2,21510780703,21558845148,48064445,21514817129,57000000,-
103,3,21510876166,21563057703,52181537,21488029666,51000000,-
104,1,21610661370,21655800462,45139092,21579720833,63000000,-
104,2,21610774407,21658837018,48062611,21614825740,57000000,-
104,3,21610880907,21663055111,52174204,21588030296,51000000,-
105,1,21710669111,21755811314,45142203,21679714574,63000000,-
105,2,21710771574,21758843555,48071981,21714817407,57000000,-
105,3,21710877777,21763053092,52175315,21688028092,51000000,-
106,1,21810668259,21855809944,45141685,21779722351,63000000,-
106,2,21810781351,21858844981,48063630,21867778111,57000000,-
106,3,21810876796,21863069962,52193166,21788026240,51000000,-
107,1,21910660481,21955800277,45139796,21879721722,63000000,-
107,2,21910773666,21958836314,48062648,21914827129,57000000,-
107,3,21910880185,21963054944,52174759,21888041148,51000000,-
108,1,22010664333,22055804888,45140555,21979713907,63000000,-
108,2,22010777425,22058840222,48062797,22014817962,57000000,-
108,3,22010872666,22063045222,52172556,21988027888,51000000,-
109,1,22110663740,22155804277,45140537,22079717111,63000000,-
109,2,22110776851,22158840037,48063186,22114821907,57000000,-
109,3,22110871944,22163044685,52172741,22088018222,51000000,-
110,1,22210662037,22255803944,45141907,22179716870,63000000,-
110,2,22210775055,22258837444,48062389,22214821537,57000000,-
110,3,22210870333,22263051074,52180741,22188017777,51000000,-
111,1,22310662129,22355803203,45141074,22279715425,63000000,-
111,2,22310775259,22358838648,48063389,22314821574,57000000,-
111,3,22310870481,22363044407,52173926,22288023814,51000000,-
112,1,22410661851,22455803222,45141371,22379715129,63000000,-
112,2,22410775055,22458837981,48062926,22414820925,57000000,-
112,3,22410870314,22463043240,52172926,22388017277,51000000,-
113,1,22510662129,22555803537,45141408,22479715259,63000000,-
113,2,22510775407,22558839777,48064370,22514820370,57000000,-
113,3,22510870555,22563044574,52174019,22488016333,51000000,-
114,1,22610661037,22655800611,45139574,22579715481,63000000,-
114,2,22610774092,22658836388,48062296,22614820518,57000000,-
114,3,22610880370,22663055833,52175463,22588017592,51000000,-
115,1,22710669740,22755811166,45141426,22679714611,63000000,-
115,2,22710772222,22758846185,48073963,22714818148,57000000,-
115,3,22710878351,22763073648,52195297,22688027925,51000000,-
116,1,22810662296,22855803777,45141481,22779723259,63000000,-
116,2,22810775407,22858855388,48079981,22867772185,57000000,-
116,3,22810871000,22863064814,52193814,22788044925,51000000,-
117,1,22910662648,22955804407,45141759,22879715592,63000000,-
117,2,22910775925,22958839462,48063537,22914820055,57000000,-
117,3,22910871370,22963064351,52192981,22888036314,51000000,-
118,1,23010662888,23055803259,45140371,22979716481,63000000,-
118,2,23010776166,23058838537,48062371,23014821629,57000000,-
118,3,23010871314,23063062703,52191389,22988035629,51000000,-
119,1,23110660740,23155799648,45138908,23079715833,63000000,-
119,2,23110773870,23158836666,48062796,23114821481,57000000,-
119,3,23110880444,23163055907,52175463,23088033777,51000000,-
120,1,23210664962,23255807425,45142463,23179713944,63000000,-
120,2,23210777907,23258840796,48062889,23214817111,57000000,-
120,3,23210873129,23263046833,52173704,23188027944,51000000,-
121,1,23310668333,23355798444,45130111,23279718370,63000000,-
121,2,23310781777,23358851000,48069223,23314823388,57000000,-
121,3,23310877111,23363053166,52176055,23288019611,51000000,-
122,1,23410664851,23455805703,45140852,23379709925,63000000,-
122,2,23410778629,23458846555,48067926,23414815574,57000000,-
122,3,23410874944,23463053333,52178389,23388025981,51000000,-
123,1,23510666518,23555809074,45142556,23479717814,63000000,-
123,2,23510779870,23558846277,48066407,23514822907,57000000,-
123,3,23510875240,23563049481,52174241,23488025777,51000000,-
124,1,23610669388,23655810759,45141371,23579720388,63000000,-
124,2,23610771703,23658844777,48073074,23614826203,57000000,-
124,3,23610877759,23663052851,52175092,23588022222,51000000,-
125,1,23710661166,23755802907,45141741,23679722592,63000000,-
125,2,23710774500,23758851259,48076759,23767771296,57000000,-
125,3,23710869888,23763042796,52172908,23688025962,51000000,-
126,1,23810662222,23855804240,45142018,23779714962,63000000,-
126,2,23810775314,23858840740,48065426,23814818925,57000000,-
126,3,23810870703,23863044722,52174019,23788015722,51000000,-
127,1,23910662000,23955803685,45141685,23879715740,63000000,-
127,2,23910775333,23958839870,48064537,23914821203,57000000,-
127,3,23910870666,23963052314,52181648,23888017722,51000000,-
128,1,24010662277,24055804444,45142167,23979715259,63000000,-
128,2,24010775351,24058844629,48069278,24014821555,57000000,-
128,3,24010870407,24063044981,52174574,23988024037,51000000,-
129,1,24110669351,24155810685,45141334,24079715648,63000000,-
129,2,24110772111,24158845185,48073074,24114821722,57000000,-
129,3,24110878277,24163052018,52173741,24088016833,51000000,-
130,1,24210668962,24255810129,45141167,24179722888,63000000,-
130,2,24210771222,24258843129,48071907,24267767962,57000000,-
130,3,24210877370,24263052722,52175352,24188025037,51000000,-
131,1,24310668981,24355810388,45141407,24279722592,63000000,-
131,2,24310771481,24358843648,48072167,24367768277,57000000,-
131,3,24310877703,24363052777,52175074,24288025796,51000000,-
132,1,24410667222,24455809018,45141796,24379722722,63000000,-
132,2,24410780092,24458848611,48068519,24467776851,57000000,-
132,3,24410875537,24463048981,52173444,24388025740,51000000,-
133,1,24510668592,24555809962,45141370,24479720314,63000000,-
133,2,24510781907,24558845296,48063389,24514826629,57000000,-
133,3,24510877259,24563049703,52172444,24488022111,51000000,-
134,1,24610666388,24655807592,45141204,24579722129,63000000,-
134,2,24610779425,24658843092,48063667,24614827111,57000000,-
134,3,24610874574,24663055703,52181129,24588022833,51000000,-
135,1,24710661129,24755801018,45139889,24679719222,63000000,-
135,2,24710774370,24758836462,48062092,24714825185,57000000,-
135,3,24710880796,24763055611,52174815,24688028351,51000000,-
136,1,24810670500,24855811333,45140833,24779714592,63000000,-
136,2,24810772888,24858844925,48072037,24814818185,57000000,-
136,3,24810878833,24863059703,52180870,24788027981,51000000,-
137,1,24910664851,24955805685,45140834,24879723648,63000000,-
137,2,24910778129,24958842092,48063963,24967774907,57000000,-
137,3,24910873425,24963046277,52172852,24888032851,51000000,-
138,1,25010663074,25055803518,45140444,24979718259,63000000,-
138,2,25010776166,25058838814,48062648,25014822129,57000000,-
138,3,25010871240,25063053777,52182537,24988019240,51000000,-
139,1,25110669018,25155811277,45142259,25079716314,63000000,-
139,2,25110771500,25158843425,48071925,25114821018,57000000,-
139,3,25110877444,25163062240,52184796,25088026388,51000000,-
140,1,25210661296,25255801574,45140278,25179723111,63000000,-
140,2,25210774407,25258836666,48062259,25267771166,57000000,-
140,3,25210881000,25263055870,52174870,25188033018,51000000,-
141,1,25310670203,25355812722,45142519,25279714907,63000000,-
141,2,25310772777,25358845481,48072704,25314819055,57000000,-
141,3,25310878833,25363054537,52175704,25288028685,51000000,-
142,1,25410663333,25455805185,45141852,25379724277,63000000,-
142,2,25410776555,25458845962,48069407,25467773351,57000000,-
142,3,25410871870,25463051925,52180055,25388027537,51000000,-
143,1,25510665388,25555806333,45140945,25479716703,63000000,-
143,2,25510778574,25558842425,48063851,25514823351,57000000,-
143,3,25510874055,25563065055,52191000,25488024777,51000000,-
144,1,25610665611,25655805240,45139629,25579718962,63000000,-
144,2,25610778759,25658842129,48063370,25614823666,57000000,-
144,3,25610873944,25663046425,52172481,25588037907,51000000,-
145,1,25710663759,25755804166,45140407,25679718500,63000000,-
145,2,25710776907,25758841407,48064500,25714822407,57000000,-
145,3,25710872092,25763065592,52193500,25688019703,51000000,-
146,1,25810664962,25855805481,45140519,25779716907,63000000,-
146,2,25810778037,25858840648,48062611,25814821925,57000000,-
146,3,25810873074,25863046092,52173018,25788037037,51000000,-
147,1,25910664574,25955806351,45141777,25879717833,63000000,-
147,2,25910777703,25958840907,48063204,25914823111,57000000,-
147,3,25910872962,25963046111,52173149,25888019203,51000000,-
148,1,26010665185,26055805203,45140018,25979717944,63000000,-
148,2,26010778240,26058840722,48062482,26014823759,57000000,-
148,3,26010873407,26063053314,52179907,25988018925,51000000,-
149,1,26110668759,26155810000,45141241,26079717722,63000000,-
149,2,26110781907,26158844907,48063000,26114823185,57000000,-
149,3,26110877055,26163050111,52173056,26088026425,51000000,-
150,1,26210665018,26255806462,45141444,26179722148,63000000,-
150,2,26210778000,26258840962,48062962,26214827759,57000000,-
150,3,26210873407,26263046314,52172907,26188023222,51000000,-
151,1,26310660740,26355801000,45140260,26279718018,63000000,-
151,2,26310774037,26358836574,48062537,26314823574,57000000,-
151,3,26310880537,26363055222,52174685,26288019444,51000000,-
152,1,26410668962,26455809425,45140463,26379714092,63000000,-
152,2,26410771277,26458843111,48071834,26414818074,57000000,-
152,3,26410877129,26463051018,52173889,26388028055,51000000,-
153,1,26510668833,26555809611,45140778,26479721796,63000000,-
153,2,26510771555,26558844185,48072630,26567768296,57000000,-
153,3,26510878111,26563062851,52184740,26488024314,51000000,-
154,1,26610661907,26655803666,45141759,26579722203,63000000,-
154,2,26610775037,26658837629,48062592,26667771777,57000000,-
154,3,26610870629,26663044222,52173593,26588033888,51000000,-
155,1,26710661648,26755802000,45140352,26679715000,63000000,-
155,2,26710774962,26758837481,48062519,26714820648,57000000,-
155,3,26710870240,26763051574,52181334,26688017259,51000000,-
156,1,26810661055,26855801351,45140296,26779714518,63000000,-
156,2,26810774185,26858836685,48062500,26814820074,57000000,-
156,3,26810880555,26863055444,52174889,26788024037,51000000,-
157,1,26910667981,26955807888,45139907,26879714240,63000000,-
157,2,26910781129,26958843759,48062630,26914818500,57000000,-
157,3,26910876314,26963050129,52173815,26888028148,51000000,-
158,1,27010664055,27055805629,45141574,26979720759,63000000,-
158,2,27010777222,27058839814,48062592,27014825500,57000000,-
158,3,27010872462,27063045592,52173130,26988023055,51000000,-
159,1,27110664574,27155805907,45141333,27079717296,63000000,-
